Time,Magnitude
-4.463231996070876,14.334
-4.445807996074622,14.333
-4.437239996068628,14.345
-4.436975996062815,14.334
-4.3833839960852305,14.334
-4.372319996067121,14.353
-4.343279996061314,14.306
-4.332143996068966,14.34
-4.318079996066276,14.337
-4.3108079960611025,14.344
-4.3105199960666045,14.333
-4.301543996076989,14.337
-4.287935996059334,14.348
-4.271111996062418,14.346
-4.26837599606114,14.336
-4.268255996059738,14.337
-4.24300799607437,14.338
-4.242479996061379,14.351
-4.209863996060848,14.336
-4.201175996074598,14.339
-4.194671996069532,14.341
-4.171391996075785,14.358
-4.166063996070138,14.333
-4.165079996062902,14.324
-4.152791996068688,14.347
-4.11374399605967,14.344
-4.108031996064712,14.333
-4.103375996064701,14.345
-4.09679999606084,14.343
-4.087199996060521,14.333
-4.074383996073779,14.351
-4.064111996080614,14.335
-4.050647996063107,14.34
-4.025423996054828,14.344
-3.9968639960696364,14.331
-3.9732719960558724,14.345
-3.9461759960709073,14.346
-3.93931199606982,14.335
-3.939311996056007,14.346
-3.893567996061678,14.331
-3.892199996049784,14.344
-3.881927996066169,14.338
-3.8754719960753063,14.329
-3.875375996065999,14.346
-3.8577839960711926,14.348
-3.8517119960677646,14.333
-3.8496719960753025,14.341
-3.8392079960737546,14.346
-3.813431996054932,14.364
-3.810143996066303,14.341
-3.80378399606292,14.337
-3.799295996062996,14.335
-3.7825919960656065,14.345
-3.778967996068958,14.337
-3.7749599960698688,14.347
-3.769223996056725,14.336
-3.7626959960677495,14.338
-3.749711996058069,14.341
-3.749015996060679,14.339
-3.732191996074165,14.34
-3.7152479960557243,14.346
-3.7151519960701207,14.348
-3.713927996056499,14.344
-3.691175996072333,14.323
-3.6706079960591196,14.332
-3.662231996062873,14.342
-3.661583996070307,14.334
-3.6580799960716504,14.336
-3.64641599606921,14.343
-3.6268319960700537,14.348
-3.613823996059922,14.331
-3.606359996074333,14.338
-3.5962079960607425,14.327
-3.553151996067983,14.337
-3.543407996067175,14.346
-3.536735996064239,14.352
-3.5244479960584285,14.341
-3.507431996058075,14.355
-3.503063996077971,14.34
-3.486647996068258,14.34
-3.4825679960696916,14.344
-3.4772159960576245,14.336
-3.4691759960714434,14.356
-3.467543996059875,14.341
-3.465767996063677,14.346
-3.438695996074047,14.321
-3.4355519960584515,14.341
-3.4182479960601895,14.332
-3.38056799607415,14.34
-3.3792239960720862,14.33
-3.3755999960611134,14.337
-3.370343996066539,14.345
-3.3579359960641013,14.34
-3.3530159960570827,14.352
-3.3519839960736717,14.331
-3.3495599960678546,14.333
-3.3449759960662973,14.346
-3.341399996057761,14.341
-3.3298559960606453,14.342
-3.325079996066394,14.342
-3.323903996066123,14.335
-3.320831996073197,14.35
-3.3160319960737197,14.328
-3.3019439960714307,14.345
-3.2986079960599013,14.343
-3.2957039960789998,14.34
-3.295007996074277,14.334
-3.2906879960551705,14.336
-3.2814719960668426,14.33
-3.2714399960758,14.331
-3.2652239960843317,14.327
-3.251471996071133,14.34
-3.205271996073351,14.33
-3.1898879960702415,14.34
-3.1766879960701444,14.333
-3.151679996056886,14.336
-3.1499279960739286,14.332
-3.1461119960704322,14.338
-3.1241999960754483,14.341
-3.1235279960737343,14.345
-3.1147199960751677,14.329
-3.1014239960725845,14.335
-3.068087996069097,14.353
-3.046487996066334,14.342
-3.0095279960607413,14.345
-3.0030719960678325,14.335
-2.996735996066947,14.341
-2.9883839960728564,14.331
-2.9871839960561046,14.343
-2.962223996055003,14.322
-2.951087996055834,14.345
-2.9425919960711453,14.332
-2.9406719960645673,14.34
-2.927351996066308,14.348
-2.927327996063981,14.324
-2.902127996056835,14.345
-2.8767119960570553,14.327
-2.876639996065933,14.331
-2.8428479960624045,14.342
-2.840639996060476,14.349
-2.834615996069887,14.328
-2.8324559960773867,14.34
-2.8048079960707937,14.334
-2.7968879960566837,14.328
-2.7485759960637224,14.336
-2.7438719960674134,14.337
-2.741423996063362,14.339
-2.732399996059543,14.329
-2.721023996078715,14.341
-2.7131039960693797,14.341
-2.7078479960645736,14.339
-2.698895996069781,14.336
-2.691455996073729,14.348
-2.690423996070366,14.326
-2.688623996071159,14.331
-2.6867519960697464,14.325
-2.6857199960631433,14.343
-2.6814719960748916,14.331
-2.6684399960542478,14.332
-2.6603759960793822,14.331
-2.659511996061782,14.353
-2.659271996068527,14.349
-2.648207996067471,14.345
-2.6385119960580155,14.336
-2.6218079960768264,14.338
-2.6092079960646415,14.343
-2.6033279960745417,14.342
-2.5881839960597417,14.333
-2.570399996075139,14.348
-2.5629599960582836,14.343
-2.532407996068231,14.359
-2.5313519960587896,14.337
-2.494151996050222,14.331
-2.492543996066219,14.347
-2.4922559960526214,14.338
-2.4914879960545604,14.335
-2.4912479960783585,14.329
-2.480519996053262,14.346
-2.4774719960626626,14.333
-2.4724559960565684,14.319
-2.4467039960741785,14.339
-2.4079199960595488,14.346
-2.387615996065962,14.342
-2.3684879960591743,14.339
-2.3605919960617157,14.335
-2.352191996057003,14.334
-2.3491679960694127,14.336
-2.3468399960585784,14.357
-2.342951996058845,14.346
-2.33409599606381,14.346
-2.333399996062498,14.333
-2.3264879960676708,14.337
-2.323919996073131,14.36
-2.3117039960708907,14.342
-2.3098799960734495,14.354
-2.3042879960764835,14.345
-2.285063996068574,14.347
-2.2476719960620257,14.332
-2.2439999960697605,14.351
-2.24011199604803,14.328
-2.230007996067742,14.342
-2.2210079960696603,14.343
-2.2152239960675515,14.332
-2.2116719960724267,14.345
-2.2066079960637253,14.332
-2.1831839960669313,14.349
-2.1799919960644174,14.333
-2.178959996073503,14.343
-2.1533279960625022,14.337
-2.1434399960574537,14.344
-2.1425759960773703,14.334
-2.09762399607729,14.336
-2.097575996076729,14.331
-2.0830559960763835,14.347
-2.077103996061227,14.334
-2.028887996059838,14.339
-2.0173919960660114,14.342
-2.0052479960565974,14.346
-2.0005679960781335,14.341
-1.962071996042995,14.332
-1.9479599960636178,14.336
-1.9403999960559304,14.347
-1.9278479960611903,14.351
-1.9054559960723636,14.327
-1.8851039960603102,14.342
-1.8731759960600711,14.35
-1.8725519960602823,14.328
-1.8708479960608329,14.347
-1.8350399960625636,14.343
-1.8272879960558739,14.341
-1.8092639960635224,14.362
-1.7927999960423349,14.336
-1.7906399960648414,14.336
-1.784519996063581,14.343
-1.7837759960625603,14.349
-1.778063996063851,14.339
-1.7711519960760156,14.338
-1.7538719960621747,14.342
-1.7475599960634454,14.329
-1.7430239960629605,14.341
-1.717799996064231,14.361
-1.7040479960694497,14.343
-1.6992959960669523,14.34
-1.6919279960777103,14.348
-1.6829999960606883,14.335
-1.674407996065328,14.331
-1.65619199606664,14.331
-1.632311996057696,14.352
-1.6301039960557673,14.345
-1.62832799605343,14.342
-1.6144559960613392,14.344
-1.6144319960704379,14.333
-1.614095996065147,14.326
-1.608599996072543,14.358
-1.6013999960695755,14.347
-1.598735996065217,14.361
-1.5892079960778474,14.347
-1.5890399960699142,14.34
-1.5726479960705446,14.341
-1.533671996072941,14.33
-1.5294959960689893,14.336
-1.5143039960517526,14.348
-1.5129599960626492,14.337
-1.503647996059557,14.338
-1.4878559960687325,14.35
-1.4811359960681343,14.349
-1.4699039960560767,14.337
-1.4672639960770666,14.337
-1.4544239960593486,14.342
-1.4254319960677448,14.338
-1.3975679960628908,14.352
-1.3876559960635304,14.333
-1.3821359960815598,14.344
-1.3814879960651196,14.346
-1.362023996066172,14.379
-1.3414799960771133,14.345
-1.3393439960596552,14.347
-1.3335119960569854,14.329
-1.3331519960705136,14.341
-1.3198559960624734,14.312
-1.3163759960608572,14.347
-1.3129679960720195,14.347
-1.3079999960630757,14.346
-1.291871996058775,14.335
-1.2910799960611157,14.347
-1.28721599607684,14.341
-1.2775439960693702,14.341
-1.2739199960633414,14.347
-1.2705599960600593,14.344
-1.2699359960548136,14.328
-1.2628799960562573,14.339
-1.2605999960596264,14.351
-1.255631996047272,14.335
-1.24231199605464,14.336
-1.240367996069439,14.334
-1.2393119960564163,14.344
-1.2256079960695287,14.333
-1.2228719960723438,14.347
-1.203143996070311,14.344
-1.1837759960712915,14.341
-1.183655996071765,14.335
-1.1549279960655112,14.344
-1.1177039960718402,14.332
-1.1140079960450193,14.347
-1.111583996071262,14.335
-1.0927679960575474,14.348
-1.0913279960814761,14.351
-1.0860239960672415,14.344
-1.078415996058824,14.351
-1.0223279960609388,14.351
-1.0157279960683936,14.359
-1.0133759960743318,14.337
-0.9970079960713192,14.35
-0.9850079960647817,14.332
-0.984575996060586,14.339
-0.9755759960700074,14.348
-0.9621359960737563,14.36
-0.9608879960605363,14.345
-0.9602399960640469,14.352
-0.9517919960715644,14.334
-0.9305039960717649,14.334
-0.9180239960637109,14.351
-0.9117119960685627,14.339
-0.8976959960676267,14.345
-0.8818559960586767,14.338
-0.8631839960654033,14.352
-0.853823996077439,14.329
-0.8508719960763655,14.326
-0.8047919960549179,14.335
-0.8027039960728088,14.35
-0.7903679960570584,14.349
-0.7544159960753531,14.327
-0.7303439960593905,14.353
-0.7187279960689366,14.345
-0.715559996071478,14.336
-0.7000799960679287,14.344
-0.6989999960662217,14.342
-0.6967439960603214,14.349
-0.6898079960570285,14.334
-0.6863999960526725,14.345
-0.6845759960649516,14.352
-0.6816479960605775,14.343
-0.6674159960622332,14.349
-0.6649199960758678,14.343
-0.6636719960633299,14.332
-0.6544799960611272,14.345
-0.6395519960761376,14.339
-0.6349679960614494,14.339
-0.6285359960538144,14.354
-0.6140879960684642,14.344
-0.6017039960649426,14.342
-0.594191996069243,14.343
-0.580895996065466,14.336
-0.5595119960650563,14.336
-0.5299919960741035,14.341
-0.5275439960720987,14.341
-0.5137679960673167,14.344
-0.48556799607354284,14.352
-0.4608719960555745,14.356
-0.4567919960578606,14.338
-0.41927999605724287,14.338
-0.41872799607330213,14.356
-0.41239199605519294,14.354
-0.3888479960638178,14.333
-0.3871199960620415,14.34
-0.38553599606689337,14.338
-0.3766079960763036,14.35
-0.36285599607265473,14.335
-0.35687999607034726,14.34
-0.355703996072124,14.347
-0.3383279960682457,14.338
-0.33467999605835663,14.348
-0.331919996065666,14.343
-0.33071999605368907,14.344
-0.316871996043973,14.338
-0.30110399606229654,14.335
-0.2969039960677846,14.349
-0.2924159960671786,14.334
-0.2891759960702429,14.341
-0.283103996072954,14.35
-0.28159199607301977,14.324
-0.28065599607589453,14.338
-0.2725679960739753,14.345
-0.2575679960787638,14.348
-0.20867999605860765,14.34
-0.1946639960598886,14.351
-0.18119999607648785,14.346
-0.17956799606219098,14.339
-0.17529599604296342,14.342
-0.1611119960682017,14.335
-0.16065599605878012,14.331
-0.1471439960734542,14.348
-0.13305599606775464,14.348
-0.13180799606885918,14.346
-0.1267199960701091,14.328
-0.12664799607063193,14.334
-0.12187199606870669,14.332
-0.1218479960643335,14.338
-0.12175199607344345,14.334
-0.10946399606558677,14.334
-0.10835999607110258,14.346
-0.1074239960765353,14.342
-0.102959996077574,14.342
-0.09743999607445764,14.34
-0.08582399607240765,14.345
-0.08457599607368271,14.35
-0.05870399606243515,14.334
-0.052295996060025995,14.333
-0.04199999605771154,14.35
-0.04000799607382666,14.345
-0.03859199605744967,14.341
-0.013367996084470146,14.353
0.006192003923614298,14.35
0.019104003925802804,14.341
0.03948000394103568,14.348
0.05392800392843222,14.343
0.05395200392189148,14.335
0.05522400393880256,14.344
0.06139200393448485,14.337
0.06945600392640339,14.356
0.07017600394436707,14.352
0.08186400392065574,14.341
0.11476800392182307,14.342
0.1254960039298667,14.335
0.1340640039235823,14.346
0.1428000039260824,14.336
0.15604800394038287,14.337
0.16536000394006445,14.34
0.1677840039438352,14.348
0.1745520039349331,14.347
0.18465600393704884,14.337
0.2027280039442858,14.363
0.20620800392356253,14.348
0.21235200392442133,14.349
0.22214400392681322,14.346
0.25322400392712874,14.348
0.25567200394362866,14.341
0.26664000393793685,14.341
0.27429600393821696,14.356
0.27888000392425605,14.331
0.28512000393783277,14.329
0.29217600393502474,14.341
0.30787200394229197,14.342
0.31238400392697807,14.341
0.3355680039339277,14.346
0.3427680039362131,14.342
0.37922400393318734,14.357
0.3815760039361167,14.333
0.38738400392963834,14.341
0.3989040039257916,14.336
0.4011600039282812,14.364
0.41361600393400844,14.345
0.42465600394638026,14.352
0.42770400394175434,14.354
0.4361520039429352,14.334
0.44368800393414043,14.34
0.46329600393681725,14.336
0.4731120039451171,14.341
0.4788720039367136,14.349
0.5049600039373545,14.342
0.514728003942365,14.346
0.5353680039364677,14.344
0.5515920039291005,14.339
0.5537040039324652,14.35
0.5623440039203715,14.352
0.5745600039299461,14.34
0.5778240039346643,14.344
0.6006720039371758,14.346
0.6174240039433117,14.342
0.6384960039392227,14.344
0.6405600039237798,14.339
0.6637440039416433,14.343
0.6753360039277241,14.338
0.6788640039450784,14.339
0.6972240039413564,14.329
0.7024320039189988,14.367
0.7214400039180746,14.335
0.7244880039291375,14.339
0.7329120039368591,14.342
0.736776003941769,14.346
0.7474800039324792,14.355
0.7704720039446884,14.344
0.7726320039310495,14.351
0.781920003938636,14.341
0.7870560039372649,14.341
0.8112000039179166,14.335
0.8184480039233208,14.333
0.826248003930742,14.339
0.8580240039281066,14.347
0.8596560039343886,14.347
0.8772000039243721,14.342
0.9097440039351441,14.331
0.9120720039418857,14.342
0.9295680039326712,14.338
0.9348960039275753,14.337
0.9374640039275719,14.334
0.9397920039343135,14.345
0.9490800039330325,14.341
0.9605760039268589,14.34
0.9802560039276487,14.342
0.9909600039204052,14.344
1.0255200039334214,14.332
1.036080003929952,14.343
1.0401360039411984,14.35
1.0420320039415274,14.336
1.0481280039384147,14.349
1.0591680039330513,14.326
1.0680720039327398,14.345
1.0835760039399802,14.345
1.0993920039235818,14.335
1.1310480039360855,14.332
1.1419680039259092,14.34
1.1427120039284646,14.358
1.179984003936339,14.344
1.1820000039297156,14.337
1.1914320039412005,14.346
1.21970400393718,14.363
1.2377760039377663,14.333
1.2809760039276044,14.33
1.2898560039427012,14.343
1.3054560039415137,14.346
1.3204560039217186,14.348
1.3214160039281624,14.35
1.3259040039395118,14.354
1.3446000039269266,14.338
1.3642320039380693,14.353
1.3891440039249674,14.343
1.3939200039323496,14.331
1.403208003922201,14.335
1.4058000039177032,14.319
1.4309520039456047,14.335
1.4339280039462765,14.336
1.438800003929542,14.349
1.4404800039382608,14.345
1.4433600039364465,14.339
1.4481840039218796,14.346
1.4491920039575334,14.352
1.4607360039287287,14.339
1.463376003947984,14.348
1.4635440039240266,14.345
1.465968003942122,14.343
1.4815680039368417,14.343
1.490640003925364,14.345
1.5109680039298028,14.339
1.5169680039344358,14.348
1.545984003937916,14.34
1.5715680039324966,14.343
1.5875760039369298,14.351
1.596528003946729,14.334
1.5981840039449353,14.33
1.6111920039264178,14.344
1.6158240039443954,14.335
1.6290720039273183,14.333
1.6412640039400217,14.356
1.6416240039305863,14.353
1.6417920039395413,14.344
1.6534560039250992,14.338
1.6594800039361517,14.36
1.6662240039303797,14.338
1.6670880039416702,14.335
1.6728720039371283,14.354
1.6744560039372218,14.343
1.7164800039283237,14.343
1.7282400039456989,14.333
1.7364720039443555,14.344
1.7400480039274826,14.329
1.74748800392848,14.346
1.751448003935876,14.352
1.7724960039410562,14.339
1.7798160039358764,14.343
1.793760003929492,14.349
1.8797760039410023,14.352
1.9021920039512552,14.347
1.921200003950331,14.333
1.9247760039361865,14.342
1.9249920039387107,14.341
1.9295040039409614,14.338
1.9333920039393306,14.34
1.9500240039322976,14.358
1.954800003933029,14.331
1.9610400039411489,14.344
1.9771200039319283,14.339
2.0012160039365754,14.34
2.00270400393333,14.352
